clause,label
"임대인은 임차인이 전입신고를 하거나 확정일자를 받는 것을 절대 금지하며, 위반 시 본 계약은 즉시 무효가 되고 보증금은 몰수된다.",2
"본 주택은 신축 건물의 근린생활시설로서 주거용 전입신고가 불가능하며, 임차인이 무단으로 전입신고 시 발생하는 모든 손해를 배상한다.",2
"임대인이 본 주택을 제3자에게 매도하거나 신규 담보 대출을 받을 때, 임차인의 보증금 반환 채권은 모든 선순위 채권보다 후순위로 밀리는 것에 동의한다.",2
"임차인은 임대인이 보증금을 반환하지 않더라도 주택에 대한 임차권등기명령 신청이나 경매 신청 등 일체의 법적 구제 절차를 밟을 수 없다.",2
"월 차임이 단 1일이라도 지체되는 경우 임대인은 사전 통지 없이 임차인의 주택 출입문을 용접하거나 잠금장치를 변경하여 출입을 통제할 수 있다.",2
"임대인의 국세 및 지방세 체납으로 인하여 임차주택이 압류되거나 공매 처분되더라도 임차인은 보증금 전액을 포기하고 임대인에게 청구하지 않는다.",2
"임차인은 계약 체결 즉시 '보증금 반환 청구권을 사전에 전부 포기한다'는 내용의 공증 서류를 임대인에게 작성하여 제출하여야 한다.",2
"임대인은 임차인의 사생활을 감시하기 위하여 주택 내부 거실 및 현관에 CCTV를 설치할 수 있으며, 임차인은 이에 전적으로 동의한다.",2
"임차인은 주택에 거주하는 동안 주택임대차보호법상의 최우선변제권 및 대항력을 자발적으로 포기하며, 이를 입증하는 각서를 제출한다.",2
"임대인이 보증금을 반환하지 못해 발생하는 임차인의 금융 비용 및 이사 불능으로 인한 모든 연쇄 손해에 대해 임대인은 면책된다.",2
"임차인이 임대인의 건물 관리 규정이나 지시를 어길 경우, 임대인은 법적 절차 없이 즉시 강제집행 인력을 동원하여 임차인의 짐을 길거리에 적재할 수 있다.",2
"본 주택의 소유권은 현재 신탁회사에 있으나, 임차인은 소유자인 신탁회사의 동의 없이 위탁자인 임대인과만 계약하고 신탁회사에는 권리를 주장하지 않는다.",2
"계약 기간 중 주택에 설정된 저당권의 실행으로 경매가 개시되는 경우, 임차인은 배당요구를 하지 아니하고 즉시 무조건 퇴거하기로 약정한다.",2
"임차인은 주택의 보증금을 전액 현금으로만 임대인에게 직접 전달하여야 하며, 금융거래 확인서나 영수증 발급을 요구할 수 없다.",2
"임대인이 월세를 임의로 100% 인상하더라도 임차인은 거부권 없이 인상된 금액을 즉시 납부하여야 하며, 미납 시 즉시 강제 퇴거당한다.",2
"본 임대차 계약은 계약서 작성과 동시에 임차인이 주택의 소유권을 포기하고 임대인의 명의로 모든 권리를 귀속시키는 효력을 갖는다.",2
"임차인이 계약 기간 중 임대인의 허락 없이 지인을 주택에 단 하루라도 머물게 조치한 경우 보증금 전액은 임대인에게 귀속된다.",2
"임대인은 계약 기간 중 언제라도 아무런 이유 없이 임차인에게 퇴거를 명령할 수 있으며, 임차인은 통보 후 24시간 이내에 짐을 비워야 한다.",2
"본 주택은 불법 건축물로서 행정기관의 철거 명령이나 이행강제금 부과 시 임차인은 즉시 거주를 중단하고 퇴거하며 배상을 요구하지 않는다.",2
"임차인은 계약 체결과 동시에 '차임 연체 시 즉시 건물 명도를 이행한다'는 내용의 제소전화해 조서 작성을 위한 비용 일체를 전액 부담하고 응하여야 한다.",2
"임대인은 임차인의 전세보증금을 이용하여 주식 및 가상화폐 투자를 진행할 수 있으며, 투자 손실로 인한 보증금 미반환 책임은 지지 않는다.",2
"임차인이 주택 내에서 부주의로 자그마한 스크래치라도 발생시킨 경우, 임차인은 주택 건물 전체를 매입하거나 그에 상응하는 건축 비용 전액을 배상한다.",2
"임대인이 잔금 지급일 당일 임차인 몰래 제3자에게 소유권을 이전하거나 대규모 근저당권을 설정하더라도 임차인은 사기죄로 고소할 수 없다.",2
"임차인은 본 주택의 임대인이 신용불량자이거나 파산 신청 절차 중인 사실을 인지하고 계약하므로 보증금을 돌려받지 못해도 이의를 제기하지 않는다.",2
"월 차임 미납 시 임대인은 임차인이 거주 중인 상태라 하더라도 주택의 창문과 현관문을 완전히 철거하여 주거가 불가능하게 조치할 수 있다.",2
"임차인은 계약 만료 시 새로운 임차인이 임대인에게 보증금을 전액 지급하기 전까지는 법정 시한과 관계없이 보증금 반환을 절대 요구할 수 없다.",2
"본 계약에 따른 보증금은 반환되지 않는 소멸성 전세금이며, 계약 종료와 동시에 보증금 전액은 임대인의 소유로 완전히 귀속된다.",2
"임차인은 임대인의 명예를 훼손하거나 인터넷 커뮤니티에 주택 관련 부정적인 글을 작성할 경우 보증금의 50%를 위약금으로 즉시 몰수당한다.",2
"임대인은 임차인이 부재중인 경우에도 언제든지 임차인의 사적 공간을 수색하고 소유물을 검사할 수 있는 전적인 권한을 가진다.",2
"주택 건물의 화재나 붕괴 등 임대인의 고의적인 방화나 부실시공으로 인해 재해가 발생하더라도 임차인은 임대인에게 인명 및 재산 피해 배상을 청구할 수 없다.",2
"임차인은 임대차 계약서에 날인함과 동시에 주택의 인도 및 점유를 임대인에게 언제든지 임의로 양도할 수 있는 권한을 위임한 것으로 본다.",2
"본 계약은 주택임대차보호법의 모든 조항을 배제하기로 특별 약정하며, 본 계약서에 적힌 임대인 위주의 규칙만을 절대 법률로 인정한다.",2
"임차인은 전입신고를 행한 후 익일 대항력이 발생하기 전, 임대인이 주택을 담보로 초고액 대출을 실행하여 선순위 채권을 확보하는 것에 전적으로 동의한다.",2
"임차인의 가족이나 동거인이 주택 단지 내에서 사소한 기초질서 위반행위를 할 경우 임대인은 보증금을 일절 반환하지 않고 즉시 쫓아낼 수 있다.",2
"임대인이 임차인을 상대로 제기하는 모든 소송의 비용(변호사 선임료 등)은 소송의 승패 여부와 관계없이 무조건 임차인이 전액 부담한다.",2
"본 계약은 다운계약서로서 실제 보증금은 3억 원이나 계약서에는 5천만 원으로 기재하며, 경매 시 임차인은 계약서상 금액인 5천만 원만 보호받음에 동의한다.",2
"임차인은 임대인이 주택 매매 사기 등으로 형사 처벌을 받게 되더라도 임차보증금의 반환을 국가나 임대인의 상속인에게 요구할 수 없다.",2
"월세를 단 1회라도 늦게 입금하는 경우, 그 즉시 월세 금액은 기존 금액의 5배로 영구히 인상되며 임차인은 이의를 제기할 수 없다.",2
"임차인은 임대차 목적물에 대한 법적 분쟁 발생 시, 공인중개사와 임대인을 상대로 민형사상 일체의 소송을 제기하지 않겠다는 부제소합의를 청구한다.",2
"임대인은 임차인의 동의 없이 임차인의 주민등록을 다른 주소지로 무단 직권 말소하거나 이전할 수 있으며 임차인은 이에 이의를 제기하지 않는다.",2
"임차인이 주택의 하자를 이유로 차임 지급을 거부하거나 일부만 입금할 경우, 임대인은 임차인의 개인 가재도구를 임의로 처분하여 차임에 충당한다.",2
"본 주택은 대지 지분이 없는 무허가 판잣집 구조물로서 임차인은 철거 시 어떠한 보상이나 이주 대책도 요구하지 않고 즉시 퇴거한다.",2
"임차인은 임대인이 제시하는 불법 세금 탈루 목적의 현금 거래 방식에 무조건 동의하며, 이를 외부에 발설 시 보증금 전액을 위약금으로 몰수당한다.",2
"계약 종료 후 임대인이 보증금을 반환하지 않아 발생하는 임차인의 주거 난민 상태 및 신용 불량 사태에 대해 임대인은 어떠한 도덕적, 법적 책임도 지지 않는다.",2
"임차인이 주택 내부에서 사망하거나 중상을 입는 사고가 발생할 경우, 임대인은 이를 사유로 보증금 전액을 주택 가치 하락에 대한 배상금으로 귀속한다.",2
"임대인은 임차인의 개인 연락처 및 주민등록번호를 제3자 마케팅 업체 및 사채업자에게 제공할 수 있으며 임차인은 이에 동의한다.",2
"본 계약은 가짜 대리인을 통해 체결된 계약이며, 실제 소유자가 나타나 임차인의 퇴거를 요구할 경우 임차인은 즉시 아무런 조건 없이 퇴거하여야 한다.",2
"임차인은 주택의 보일러가 폭발하여 부상을 입더라도 주택의 노후화를 미리 알고 입주했으므로 치료비 및 수리비를 자비로 전액 해결한다.",2
"임대인이 임차인의 보증금을 가지고 잠적하거나 고의로 파산 절차를 밟는 경우, 임차인은 임대인의 소유인 다른 재산에 대해 압류를 진행할 수 없다.",2
"임차인이 월세를 연체할 경우 임대인은 야간에 임차인의 주택에 무단 침입하여 주거를 동거인 형태로 점유하고 생활 방해 조치를 취할 수 있다.",2
"본 주택의 실제 소유주가 임대인의 친인척 명의로 되어 있어 신용 사기 위험이 있으나, 임차인은 이로 인한 보증금 손실을 전적으로 본인이 감수한다.",2
"임차인은 임대인이 주택 건물의 담보대출 이자를 연체하여 건물이 압류되는 상황이 오더라도 월세를 임대인에게 계속해서 현금으로 지급하여야 한다.",2
"임대인이 계약 만료일에 보증금을 반환하지 않는 대신 주택의 소유권을 강제로 임차인에게 이전할 때, 임차인은 세금과 부채를 모두 떠안고 수용한다.",2
"임차인은 계약 체결과 동시에 '임대인의 과실로 계약이 파기되더라도 계약금 배액 상환 청구를 하지 않는다'는 불평등 조항에 전적으로 수용한다.",2
"임대인은 임차인이 거주하는 동안 주택의 도어락 비밀번호를 수시로 바꾸어 임차인의 출입을 일방적으로 방해할 수 있는 절대적 권리를 가진다.",2
"본 주택은 이중 계약 상태로 이미 다른 임차인이 전입되어 있으나, 현재 임차인은 선순위 임차인의 권리를 침해하지 않고 후순위로만 거주함에 동의한다.",2
"임차인이 주택의 전세보증금 반환 보증보험에 가입하는 행위를 절대 금지하며, 가입 신청 적발 시 임대인은 즉시 계약을 취소하고 보증금을 몰수한다.",2
"임대차 기간 중 임대인의 개인적 채무로 인해 조폭 및 채권추심원이 주택에 수시로 방문하더라도 임차인은 이를 묵인하고 계약을 유지한다.",2
"임차인은 주택의 양수인이 보증금 반환 능력이 없는 노숙자이거나 바지회장인 사실을 알게 되더라도 양도 계약 무효 소송을 제기할 수 없다.",2
"임대인이 계약 만료 전 주택의 전기와 가스를 강제로 차단하여 고의로 임차인을 내쫓으려 하더라도 임차인은 주거침입이나 업무방해로 고소하지 못한다.",2
"본 계약서에 명시되지 않은 임대인의 구두 요구 사항은 모두 법적 구속력을 가지며, 임차인이 이를 거부할 시 즉시 계약 파기 및 보증금 몰수가 가능하다.",2
"임차인은 임대인이 주택의 근저당권 채권최고액을 허위로 축소하여 고지한 사실을 사후에 발견하더라도 계약 해지나 손해배상을 청구할 수 없다.",2
"임대인이 차임 연체를 이유로 임차인의 직장에 찾아가 임차인의 월급 압류 및 불법 채권추심 행위를 하더라도 임차인은 법적 이의를 제기하지 않는다.",2
"본 주택의 베란다가 불법 확장되어 행정 처분 대상이나, 이로 인한 철거 공사 진행 시 임차인은 거주 공간 축소에 대한 보상을 일절 받지 않는다.",2
"임차인은 임대인이 보증금을 다른 주택의 갭투자에 사용하는 것에 전 동의하며, 갭투자 실패로 인한 보증금 미반환 시 임대인을 면책한다.",2
"임대인이 계약 종료 후 보증금을 반환하는 기간은 임대인의 재정 상황에 따라 무기한 연장될 수 있으며, 임차인은 이자 청구를 할 수 없다.",2
"임차인이 주택에 전입신고를 마친 당일 심야 시간에 임대인이 제3자에게 주택을 매도하고 근저당을 설정하는 행위를 사전에 전적으로 승인한다.",2
"본 임대차 계약은 임차인의 생명과 재산에 대한 보호를 보장하지 않으며, 건물 붕괴 위험 고지 후에도 거주한 임차인의 과실로 모든 책임을 귀속한다.",2
"임차인이 월세를 연체하는 경우, 임대인은 임차인의 동의 없이 주택 내부의 전자기기와 의류를 사설 경매에 부쳐 임의로 매각 대금을 취득할 수 있다.",2
"임대인은 보증금 반환을 위해 임차인에게 신규 임차인을 직접 주도적으로 홍보하고 구해올 것을 강제하며, 구하지 못할 시 보증금을 영구 반환하지 않는다.",2
"임차인은 본 주택이 신탁 재산임에도 불구하고 위탁자인 임대인의 말만 믿고 계약하며, 신탁회사의 명도 소송 제기 시 아무런 보상 없이 즉시 퇴거한다.",2
"임대인이 계약 체결 후 잔금 지급일 전에 주택에 추가로 설정한 고액의 가압류에 대하여 임차인은 본 계약의 해제 사유로 삼지 않기로 약정한다.",2
"임차인은 임대인의 세금 체납으로 주택이 국가에 공매 처분될 경우, 소액임차인 우선변제금 조차 청구하지 않고 전액 국고 환수에 동의한다.",2
"본 계약은 법적으로 유효한 대리권이 없는 자와 체결된 계약이며, 추후 계약의 효력 부인으로 인한 임차인의 보증금 손실은 중개업자에게만 묻는다.",2
"임차인이 임대인의 허락 없이 주택의 구조적 결함(누수)에 대해 언론에 제보하거나 구청에 신고할 경우 즉시 계약은 해지되고 보증금은 소멸한다.",2
"임대인은 차임이 단 1회 연체되더라도 임차인의 주택 내부에 있는 반려동물을 사설 유기견 보호소에 강제로 보내거나 처분할 수 있는 권리를 가진다.",2
"임차인은 임대인이 보증금 반환을 지체하여 발생하는 전세자금대출 연체 이자와 신용점수 하락에 따른 모든 손실을 전적으로 본인이 책임진다.",2
"본 주택은 건축법상 주거가 불가능한 창고시설이나 임차인은 이를 주택으로 알고 거주하며, 단속 적발 시 일체의 법적 보호를 요구하지 않는다.",2
"임차인이 거주 기간 중 발생한 임대인의 형사 사건으로 인해 주택에 압수수색이나 가압류가 들어오더라도 임차인은 계약 해지를 할 수 없다.",2
"임대인은 보증금 반환 시 주택의 벽지 색상 변빛이나 통상적인 바닥 마모를 이유로 보증금 전액의 원상복구비 명목 공제를 임의로 단행할 수 있다.",2
"임차인은 임대인이 주택을 매매하는 과정에서 발생하는 양도소득세를 임차인의 보증금에서 세금 대납 명목으로 전액 공제하는 것에 동의한다.",2
"계약 기간 만료 후 임차인이 이사를 나가더라도 임대인은 주택의 완전한 리모델링이 끝날 때까지 최대 6개월간 보증금의 반환을 거부할 수 있다.",2
"임차인이 임대차 계약의 해지를 원할 경우, 임대인의 동의가 없다면 법적 계약 만료일이 지나더라도 계약은 종신토록 자동 연장되는 것으로 본다.",2
"본 계약서상의 모든 독소 조항과 불법 조항은 임차인이 자발적으로 서명한 것이므로 민법 제103조 및 제104조의 무효 주장을 적용하지 않는다.",2
"임대인은 임차인의 사생활을 보호할 의무가 없으며, 주택 내부의 출입 기록 및 사적 대화 내용을 녹음하여 외부에 공개할 수 있는 권한을 가진다.",2
"임차인은 주택의 저당권자가 경매를 진행할 경우 법원에 배당요구 신청서를 제출하는 행위를 절대 하지 않기로 약정하며 위반 시 배상한다.",2
"본 주택의 계약금 및 보증금은 어떠한 경우에도 반환 원칙이 적용되지 않으며, 임차인의 중도 퇴거 시 임대인의 사유 재산으로 즉시 귀속된다.",2
"임차인이 월 차임을 연체하는 경우 임대인은 임차인의 가족 연락처로 일일 100회 이상의 독촉 전화를 하거나 협박 문자를 발송할 수 있음에 동의한다.",2
"임대인은 계약 기간 중 주택의 소유권을 유령 법인에게 이전하여 보증금 반환 의무를 회피할 수 있으며, 임차인은 법인에게만 권리를 주장한다.",2
"임차인은 임대인이 주택 담보 대출을 추가로 받기 위해 요구하는 '보증금 없는 임차인인 것을 증명하는 허위 각서'에 무조건 서명 날인하여야 한다.",2
"본 주택의 보일러 고장으로 인해 한겨울에 온수가 나오지 않더라도 임차인은 임대인에게 수리를 요구할 수 없으며 자비로 새로 시공해야 한다.",2
"임차인은 주택 입주 당일 전입신고를 하지 않겠다는 확약을 위반할 경우, 임대인에게 즉시 보증금 총액의 배액을 위약금으로 배상하여야 한다.",2
"임대인은 임차인이 월세를 체납할 경우 주택의 현금 및 귀중품을 사전 예고 없이 압수하여 사설 전당포에 처분할 수 있는 전권을 가진다.",2
"본 계약은 중개업자의 날인이 없는 직거래 계약으로, 계약 사기 발생 시 임차인은 임대인에게 일체의 민형사상 책임을 묻지 않을 것을 서약한다.",2
"임차인은 주택의 계약 만료 시 임대인이 지정하는 새로운 주택으로 강제 이주당하는 것에 동의하며, 이를 거부할 시 보증금은 전액 소멸한다.",2
"임대인은 임차인의 동의 없이 계약 기간 중 주택의 내부 인테리어를 전면 철거하고 재시공할 수 있으며, 임차인은 이 기간 동안 노숙을 감수한다.",2
"임차인이 주택 내부에서 사소한 가옥 규정을 어길 시, 임대인은 임차인의 전세자금대출 은행에 연락하여 대출금 즉시 상환을 요청할 수 있다.",2
"본 주택의 등기부등본상 소유주와 계약자가 다르나 임차인은 임대인의 구두 보장만을 믿고 계약하며, 추후 발생하는 소유권 분쟁은 자가 부담한다.",2
"임차인은 계약 만료일에 임대인이 보증금을 돌려주지 않더라도 주택에 계속 거주할 수 없으며, 만료일 당일 무조건 빈손으로 퇴거하여야 한다.",2
"임대인은 임차인이 계약 청구권을 사용하여 계약을 연장하고자 할 때, 법정 인상 한도를 무시하고 보증금을 3배 이상 일방적으로 인상할 수 있다.",2
